year,new,i.vars.label,i.vars.class,data.source,pid,pr_agree,year_1,year_2,year_3,ind,dem
1986,10,school.prayer,3,NES,props.r,0.644474035,-0.8,0.64,-0.512,0,0
1988,10,school.prayer,3,NES,props.r,0.661016949,-0.6,0.36,-0.216,0,0
1990,10,school.prayer,3,NES,props.r,0.628032345,-0.4,0.16,-0.064,0,0
1992,10,school.prayer,3,NES,props.r,0.601229709,-0.2,0.04,-0.008,0,0
1994,10,school.prayer,3,NES,props.r,0.656079688,0,0,0,0,0
1996,10,school.prayer,3,NES,props.r,0.709865451,0.2,0.04,0.008,0,0
1998,10,school.prayer,3,NES,props.r,0.685761359,0.4,0.16,0.064,0,0
1972,11,abortion.gss,3,GSS,props.d,0.519359146,-2.2,4.84,-10.648,0,1
1973,11,abortion.gss,3,GSS,props.d,0.554621849,-2.1,4.41,-9.261,0,1
1974,11,abortion.gss,3,GSS,props.d,0.588072122,-2,4,-8,0,1
1975,11,abortion.gss,3,GSS,props.d,0.539164491,-1.9,3.61,-6.859,0,1
1976,11,abortion.gss,3,GSS,props.d,0.559241706,-1.8,3.24,-5.832,0,1
1977,11,abortion.gss,3,GSS,props.d,0.601298701,-1.7,2.89,-4.913,0,1
1978,11,abortion.gss,3,GSS,props.d,0.540272615,-1.6,2.56,-4.096,0,1
1980,11,abortion.gss,3,GSS,props.d,0.578491965,-1.4,1.96,-2.744,0,1
1982,11,abortion.gss,3,GSS,props.d,0.576719577,-1.2,1.44,-1.728,0,1
1983,11,abortion.gss,3,GSS,props.d,0.489032258,-1.1,1.21,-1.331,0,1
1984,11,abortion.gss,3,GSS,props.d,0.525581395,-1,1,-1,0,1
1985,11,abortion.gss,3,GSS,props.d,0.535276074,-0.9,0.81,-0.729,0,1
1987,11,abortion.gss,3,GSS,props.d,0.5,-0.7,0.49,-0.343,0,1
1988,11,abortion.gss,3,GSS,props.d,0.508849558,-0.6,0.36,-0.216,0,1
1989,11,abortion.gss,3,GSS,props.d,0.544827586,-0.5,0.25,-0.125,0,1
1990,11,abortion.gss,3,GSS,props.d,0.560102302,-0.4,0.16,-0.064,0,1
1991,11,abortion.gss,3,GSS,props.d,0.533665835,-0.3,0.09,-0.027,0,1
1993,11,abortion.gss,3,GSS,props.d,0.584033613,-0.1,0.01,-0.001,0,1
1994,11,abortion.gss,3,GSS,props.d,0.59,0,0,0,0,1
1996,11,abortion.gss,3,GSS,props.d,0.545751634,0.2,0.04,0.008,0,1
1998,11,abortion.gss,3,GSS,props.d,0.518123667,0.4,0.16,0.064,0,1
2000,11,abortion.gss,3,GSS,props.d,0.507726269,0.6,0.36,0.216,0,1
2002,11,abortion.gss,3,GSS,props.d,0.556561086,0.8,0.64,0.512,0,1
2004,11,abortion.gss,3,GSS,props.d,0.524351723,1,1,1,0,1
2006,11,abortion.gss,3,GSS,props.d,0.501083914,1.2,1.44,1.728,0,1
2008,11,abortion.gss,3,GSS,props.d,0.498429836,1.4,1.96,2.744,0,1
2010,11,abortion.gss,3,GSS,props.d,0.562060163,1.6,2.56,4.096,0,1
2012,11,abortion.gss,3,GSS,props.d,0.523670325,1.8,3.24,5.832,0,1
2014,11,abortion.gss,3,GSS,props.d,0.539641448,2,4,8,0,1
2016,11,abortion.gss,3,GSS,props.d,0.554798739,2.2,4.84,10.648,0,1
1972,11,abortion.gss,3,GSS,props.i,0.581632653,-2.2,4.84,-10.648,1,0
1973,11,abortion.gss,3,GSS,props.i,0.65,-2.1,4.41,-9.261,1,0
1974,11,abortion.gss,3,GSS,props.i,0.641509434,-2,4,-8,1,0
1975,11,abortion.gss,3,GSS,props.i,0.591666667,-1.9,3.61,-6.859,1,0
1976,11,abortion.gss,3,GSS,props.i,0.576923077,-1.8,3.24,-5.832,1,0
1977,11,abortion.gss,3,GSS,props.i,0.584615385,-1.7,2.89,-4.913,1,0
1978,11,abortion.gss,3,GSS,props.i,0.597014925,-1.6,2.56,-4.096,1,0
1980,11,abortion.gss,3,GSS,props.i,0.537190083,-1.4,1.96,-2.744,1,0
1982,11,abortion.gss,3,GSS,props.i,0.509933775,-1.2,1.44,-1.728,1,0
1983,11,abortion.gss,3,GSS,props.i,0.489208633,-1.1,1.21,-1.331,1,0
1984,11,abortion.gss,3,GSS,props.i,0.558441558,-1,1,-1,1,0
1985,11,abortion.gss,3,GSS,props.i,0.484076433,-0.9,0.81,-0.729,1,0
1987,11,abortion.gss,3,GSS,props.i,0.560810811,-0.7,0.49,-0.343,1,0
1988,11,abortion.gss,3,GSS,props.i,0.461538462,-0.6,0.36,-0.216,1,0
1989,11,abortion.gss,3,GSS,props.i,0.61038961,-0.5,0.25,-0.125,1,0
1990,11,abortion.gss,3,GSS,props.i,0.53271028,-0.4,0.16,-0.064,1,0
1991,11,abortion.gss,3,GSS,props.i,0.518181818,-0.3,0.09,-0.027,1,0
1993,11,abortion.gss,3,GSS,props.i,0.5,-0.1,0.01,-0.001,1,0
1994,11,abortion.gss,3,GSS,props.i,0.573684211,0,0,0,1,0
1996,11,abortion.gss,3,GSS,props.i,0.467836257,0.2,0.04,0.008,1,0
1998,11,abortion.gss,3,GSS,props.i,0.483870968,0.4,0.16,0.064,1,0
2000,11,abortion.gss,3,GSS,props.i,0.459302326,0.6,0.36,0.216,1,0
2002,11,abortion.gss,3,GSS,props.i,0.418918919,0.8,0.64,0.512,1,0
2004,11,abortion.gss,3,GSS,props.i,0.420161659,1,1,1,1,0
2006,11,abortion.gss,3,GSS,props.i,0.43009761,1.2,1.44,1.728,1,0
2008,11,abortion.gss,3,GSS,props.i,0.435591714,1.4,1.96,2.744,1,0
2010,11,abortion.gss,3,GSS,props.i,0.488714282,1.6,2.56,4.096,1,0
2012,11,abortion.gss,3,GSS,props.i,0.445327831,1.8,3.24,5.832,1,0
2014,11,abortion.gss,3,GSS,props.i,0.508996701,2,4,8,1,0
2016,11,abortion.gss,3,GSS,props.i,0.4615036,2.2,4.84,10.648,1,0
1972,11,abortion.gss,3,GSS,props.r,0.528301887,-2.2,4.84,-10.648,0,0
1973,11,abortion.gss,3,GSS,props.r,0.573934837,-2.1,4.41,-9.261,0,0
1974,11,abortion.gss,3,GSS,props.r,0.594240838,-2,4,-8,0,0
1975,11,abortion.gss,3,GSS,props.r,0.568047337,-1.9,3.61,-6.859,0,0
1976,11,abortion.gss,3,GSS,props.r,0.58974359,-1.8,3.24,-5.832,0,0
1977,11,abortion.gss,3,GSS,props.r,0.610119048,-1.7,2.89,-4.913,0,0
1978,11,abortion.gss,3,GSS,props.r,0.510928962,-1.6,2.56,-4.096,0,0
1980,11,abortion.gss,3,GSS,props.r,0.597058824,-1.4,1.96,-2.744,0,0
1982,11,abortion.gss,3,GSS,props.r,0.55801105,-1.2,1.44,-1.728,0,0
1983,11,abortion.gss,3,GSS,props.r,0.537128713,-1.1,1.21,-1.331,0,0
1984,11,abortion.gss,3,GSS,props.r,0.505128205,-1,1,-1,0,0
1985,11,abortion.gss,3,GSS,props.r,0.47133758,-0.9,0.81,-0.729,0,0
1987,11,abortion.gss,3,GSS,props.r,0.513888889,-0.7,0.49,-0.343,0,0
1988,11,abortion.gss,3,GSS,props.r,0.456521739,-0.6,0.36,-0.216,0,0
1989,11,abortion.gss,3,GSS,props.r,0.463768116,-0.5,0.25,-0.125,0,0
1990,11,abortion.gss,3,GSS,props.r,0.501587302,-0.4,0.16,-0.064,0,0
1991,11,abortion.gss,3,GSS,props.r,0.547468354,-0.3,0.09,-0.027,0,0
1993,11,abortion.gss,3,GSS,props.r,0.470948012,-0.1,0.01,-0.001,0,0
1994,11,abortion.gss,3,GSS,props.r,0.489583333,0,0,0,0,0
1996,11,abortion.gss,3,GSS,props.r,0.472370766,0.2,0.04,0.008,0,0
1998,11,abortion.gss,3,GSS,props.r,0.396153846,0.4,0.16,0.064,0,0
2000,11,abortion.gss,3,GSS,props.r,0.377593361,0.6,0.36,0.216,0,0
2002,11,abortion.gss,3,GSS,props.r,0.359848485,0.8,0.64,0.512,0,0
2004,11,abortion.gss,3,GSS,props.r,0.351869931,1,1,1,0,0
2006,11,abortion.gss,3,GSS,props.r,0.360086991,1.2,1.44,1.728,0,0
2008,11,abortion.gss,3,GSS,props.r,0.412233184,1.4,1.96,2.744,0,0
2010,11,abortion.gss,3,GSS,props.r,0.40518719,1.6,2.56,4.096,0,0
2012,11,abortion.gss,3,GSS,props.r,0.365461396,1.8,3.24,5.832,0,0
2014,11,abortion.gss,3,GSS,props.r,0.371632413,2,4,8,0,0
2016,11,abortion.gss,3,GSS,props.r,0.361775999,2.2,4.84,10.648,0,0
1974,12,cap.pun.murder,3,GSS,props.d,0.383259912,-2,4,-8,0,1
1975,12,cap.pun.murder,3,GSS,props.d,0.370629371,-1.9,3.61,-6.859,0,1
1976,12,cap.pun.murder,3,GSS,props.d,0.333743842,-1.8,3.24,-5.832,0,1
1977,12,cap.pun.murder,3,GSS,props.d,0.296551724,-1.7,2.89,-4.913,0,1
1978,12,cap.pun.murder,3,GSS,props.d,0.320954907,-1.6,2.56,-4.096,0,1
1980,12,cap.pun.murder,3,GSS,props.d,0.315789474,-1.4,1.96,-2.744,0,1
1982,12,cap.pun.murder,3,GSS,props.d,0.286523216,-1.2,1.44,-1.728,0,1
1983,12,cap.pun.murder,3,GSS,props.d,0.264705882,-1.1,1.21,-1.331,0,1
1984,12,cap.pun.murder,3,GSS,props.d,0.280936455,-1,1,-1,0,1
1985,12,cap.pun.murder,3,GSS,props.d,0.222042139,-0.9,0.81,-0.729,0,1
1986,12,cap.pun.murder,3,GSS,props.d,0.272440945,-0.8,0.64,-0.512,0,1
1987,12,cap.pun.murder,3,GSS,props.d,0.334693878,-0.7,0.49,-0.343,0,1
1988,12,cap.pun.murder,3,GSS,props.d,0.281758958,-0.6,0.36,-0.216,0,1
1989,12,cap.pun.murder,3,GSS,props.d,0.265372168,-0.5,0.25,-0.125,0,1
1990,12,cap.pun.murder,3,GSS,props.d,0.227758007,-0.4,0.16,-0.064,0,1
1991,12,cap.pun.murder,3,GSS,props.d,0.300687285,-0.3,0.09,-0.027,0,1
1993,12,cap.pun.murder,3,GSS,props.d,0.248861912,-0.1,0.01,-0.001,0,1
1994,12,cap.pun.murder,3,GSS,props.d,0.241626794,0,0,0,0,1
1996,12,cap.pun.murder,3,GSS,props.d,0.27170418,0.2,0.04,0.008,0,1
1998,12,cap.pun.murder,3,GSS,props.d,0.294435858,0.4,0.16,0.064,0,1
2000,12,cap.pun.murder,3,GSS,props.d,0.327777778,0.6,0.36,0.216,0,1
2002,12,cap.pun.murder,3,GSS,props.d,0.334384858,0.8,0.64,0.512,0,1
2004,12,cap.pun.murder,3,GSS,props.d,0.345239608,1,1,1,0,1
2006,12,cap.pun.murder,3,GSS,props.d,0.345223757,1.2,1.44,1.728,0,1
2008,12,cap.pun.murder,3,GSS,props.d,0.369245741,1.4,1.96,2.744,0,1
2010,12,cap.pun.murder,3,GSS,props.d,0.350643547,1.6,2.56,4.096,0,1
2012,12,cap.pun.murder,3,GSS,props.d,0.425326728,1.8,3.24,5.832,0,1
2014,12,cap.pun.murder,3,GSS,props.d,0.416937265,2,4,8,0,1
2016,12,cap.pun.murder,3,GSS,props.d,0.446373786,2.2,4.84,10.648,0,1
1974,12,cap.pun.murder,3,GSS,props.i,0.25,-2,4,-8,1,0
1975,12,cap.pun.murder,3,GSS,props.i,0.294117647,-1.9,3.61,-6.859,1,0
1976,12,cap.pun.murder,3,GSS,props.i,0.287128713,-1.8,3.24,-5.832,1,0
1977,12,cap.pun.murder,3,GSS,props.i,0.297520661,-1.7,2.89,-4.913,1,0
1978,12,cap.pun.murder,3,GSS,props.i,0.19047619,-1.6,2.56,-4.096,1,0
1980,12,cap.pun.murder,3,GSS,props.i,0.222222222,-1.4,1.96,-2.744,1,0
1982,12,cap.pun.murder,3,GSS,props.i,0.181818182,-1.2,1.44,-1.728,1,0
1983,12,cap.pun.murder,3,GSS,props.i,0.22962963,-1.1,1.21,-1.331,1,0
1984,12,cap.pun.murder,3,GSS,props.i,0.164473684,-1,1,-1,1,0
1985,12,cap.pun.murder,3,GSS,props.i,0.173333333,-0.9,0.81,-0.729,1,0
1986,12,cap.pun.murder,3,GSS,props.i,0.195804196,-0.8,0.64,-0.512,1,0
1987,12,cap.pun.murder,3,GSS,props.i,0.237762238,-0.7,0.49,-0.343,1,0
1988,12,cap.pun.murder,3,GSS,props.i,0.144927536,-0.6,0.36,-0.216,1,0
1989,12,cap.pun.murder,3,GSS,props.i,0.123893805,-0.5,0.25,-0.125,1,0
1990,12,cap.pun.murder,3,GSS,props.i,0.17037037,-0.4,0.16,-0.064,1,0
1991,12,cap.pun.murder,3,GSS,props.i,0.158227848,-0.3,0.09,-0.027,1,0
1993,12,cap.pun.murder,3,GSS,props.i,0.194444444,-0.1,0.01,-0.001,1,0
1994,12,cap.pun.murder,3,GSS,props.i,0.100746269,0,0,0,1,0
1996,12,cap.pun.murder,3,GSS,props.i,0.161290323,0.2,0.04,0.008,1,0
1998,12,cap.pun.murder,3,GSS,props.i,0.213333333,0.4,0.16,0.064,1,0
2000,12,cap.pun.murder,3,GSS,props.i,0.269387755,0.6,0.36,0.216,1,0
2002,12,cap.pun.murder,3,GSS,props.i,0.258928571,0.8,0.64,0.512,1,0
2004,12,cap.pun.murder,3,GSS,props.i,0.313975577,1,1,1,1,0
2006,12,cap.pun.murder,3,GSS,props.i,0.282309669,1.2,1.44,1.728,1,0
2008,12,cap.pun.murder,3,GSS,props.i,0.229158284,1.4,1.96,2.744,1,0
2010,12,cap.pun.murder,3,GSS,props.i,0.23571207,1.6,2.56,4.096,1,0
2012,12,cap.pun.murder,3,GSS,props.i,0.259353426,1.8,3.24,5.832,1,0
2014,12,cap.pun.murder,3,GSS,props.i,0.196949542,2,4,8,1,0
2016,12,cap.pun.murder,3,GSS,props.i,0.237182647,2.2,4.84,10.648,1,0
1974,12,cap.pun.murder,3,GSS,props.r,0.25,-2,4,-8,0,0
1975,12,cap.pun.murder,3,GSS,props.r,0.29022082,-1.9,3.61,-6.859,0,0
1976,12,cap.pun.murder,3,GSS,props.r,0.240802676,-1.8,3.24,-5.832,0,0
1977,12,cap.pun.murder,3,GSS,props.r,0.222222222,-1.7,2.89,-4.913,0,0
1978,12,cap.pun.murder,3,GSS,props.r,0.241477273,-1.6,2.56,-4.096,0,0
1980,12,cap.pun.murder,3,GSS,props.r,0.190031153,-1.4,1.96,-2.744,0,0
1982,12,cap.pun.murder,3,GSS,props.r,0.186588921,-1.2,1.44,-1.728,0,0
1983,12,cap.pun.murder,3,GSS,props.r,0.133995037,-1.1,1.21,-1.331,0,0
1984,12,cap.pun.murder,3,GSS,props.r,0.163101604,-1,1,-1,0,0
1985,12,cap.pun.murder,3,GSS,props.r,0.140350877,-0.9,0.81,-0.729,0,0
1986,12,cap.pun.murder,3,GSS,props.r,0.157754011,-0.8,0.64,-0.512,0,0
1987,12,cap.pun.murder,3,GSS,props.r,0.168269231,-0.7,0.49,-0.343,0,0
1988,12,cap.pun.murder,3,GSS,props.r,0.130982368,-0.6,0.36,-0.216,0,0
1989,12,cap.pun.murder,3,GSS,props.r,0.148373984,-0.5,0.25,-0.125,0,0
1990,12,cap.pun.murder,3,GSS,props.r,0.131764706,-0.4,0.16,-0.064,0,0
1991,12,cap.pun.murder,3,GSS,props.r,0.137931034,-0.3,0.09,-0.027,0,0
1993,12,cap.pun.murder,3,GSS,props.r,0.135483871,-0.1,0.01,-0.001,0,0
1994,12,cap.pun.murder,3,GSS,props.r,0.126927639,0,0,0,0,0
1996,12,cap.pun.murder,3,GSS,props.r,0.130381304,0.2,0.04,0.008,0,0
1998,12,cap.pun.murder,3,GSS,props.r,0.195918367,0.4,0.16,0.064,0,0
2000,12,cap.pun.murder,3,GSS,props.r,0.213549337,0.6,0.36,0.216,0,0
2002,12,cap.pun.murder,3,GSS,props.r,0.18956044,0.8,0.64,0.512,0,0
2004,12,cap.pun.murder,3,GSS,props.r,0.195924361,1,1,1,0,0
2006,12,cap.pun.murder,3,GSS,props.r,0.179526109,1.2,1.44,1.728,0,0
2008,12,cap.pun.murder,3,GSS,props.r,0.168571572,1.4,1.96,2.744,0,0
2010,12,cap.pun.murder,3,GSS,props.r,0.191827875,1.6,2.56,4.096,0,0
2012,12,cap.pun.murder,3,GSS,props.r,0.148466659,1.8,3.24,5.832,0,0
2014,12,cap.pun.murder,3,GSS,props.r,0.180194075,2,4,8,0,0
2016,12,cap.pun.murder,3,GSS,props.r,0.232338406,2.2,4.84,10.648,0,0
1973,13,gay.teach,3,GSS,props.d,0.535558781,-2.1,4.41,-9.261,0,1
1974,13,gay.teach,3,GSS,props.d,0.58625731,-2,4,-8,0,1
1976,13,gay.teach,3,GSS,props.d,0.564320388,-1.8,3.24,-5.832,0,1
1977,13,gay.teach,3,GSS,props.d,0.548387097,-1.7,2.89,-4.913,0,1
1980,13,gay.teach,3,GSS,props.d,0.625,-1.4,1.96,-2.744,0,1
1982,13,gay.teach,3,GSS,props.d,0.620994475,-1.2,1.44,-1.728,0,1
1984,13,gay.teach,3,GSS,props.d,0.6704,-1,1,-1,0,1
1985,13,gay.teach,3,GSS,props.d,0.61971831,-0.9,0.81,-0.729,0,1
1987,13,gay.teach,3,GSS,props.d,0.648754915,-0.7,0.49,-0.343,0,1
1988,13,gay.teach,3,GSS,props.d,0.628235294,-0.6,0.36,-0.216,0,1
1989,13,gay.teach,3,GSS,props.d,0.678657074,-0.5,0.25,-0.125,0,1
1990,13,gay.teach,3,GSS,props.d,0.658666667,-0.4,0.16,-0.064,0,1
1991,13,gay.teach,3,GSS,props.d,0.687022901,-0.3,0.09,-0.027,0,1
1993,13,gay.teach,3,GSS,props.d,0.746170678,-0.1,0.01,-0.001,0,1
1994,13,gay.teach,3,GSS,props.d,0.755148741,0,0,0,0,1
1996,13,gay.teach,3,GSS,props.d,0.807390817,0.2,0.04,0.008,0,1
1998,13,gay.teach,3,GSS,props.d,0.799777531,0.4,0.16,0.064,0,1
2000,13,gay.teach,3,GSS,props.d,0.818390805,0.6,0.36,0.216,0,1
2002,13,gay.teach,3,GSS,props.d,0.836781609,0.8,0.64,0.512,0,1
2004,13,gay.teach,3,GSS,props.d,0.806055342,1,1,1,0,1
2006,13,gay.teach,3,GSS,props.d,0.818879273,1.2,1.44,1.728,0,1
2008,13,gay.teach,3,GSS,props.d,0.815100016,1.4,1.96,2.744,0,1
2010,13,gay.teach,3,GSS,props.d,0.860631501,1.6,2.56,4.096,0,1
2012,13,gay.teach,3,GSS,props.d,0.869928848,1.8,3.24,5.832,0,1
2014,13,gay.teach,3,GSS,props.d,0.890026351,2,4,8,0,1
2016,13,gay.teach,3,GSS,props.d,0.881095851,2.2,4.84,10.648,0,1
1973,13,gay.teach,3,GSS,props.i,0.54676259,-2.1,4.41,-9.261,1,0
1974,13,gay.teach,3,GSS,props.i,0.582524272,-2,4,-8,1,0
1976,13,gay.teach,3,GSS,props.i,0.613861386,-1.8,3.24,-5.832,1,0
1977,13,gay.teach,3,GSS,props.i,0.573643411,-1.7,2.89,-4.913,1,0
1980,13,gay.teach,3,GSS,props.i,0.615384615,-1.4,1.96,-2.744,1,0
1982,13,gay.teach,3,GSS,props.i,0.581081081,-1.2,1.44,-1.728,1,0
1984,13,gay.teach,3,GSS,props.i,0.607843137,-1,1,-1,1,0
1985,13,gay.teach,3,GSS,props.i,0.638157895,-0.9,0.81,-0.729,1,0
1987,13,gay.teach,3,GSS,props.i,0.628571429,-0.7,0.49,-0.343,1,0
1988,13,gay.teach,3,GSS,props.i,0.629213483,-0.6,0.36,-0.216,1,0
1989,13,gay.teach,3,GSS,props.i,0.716216216,-0.5,0.25,-0.125,1,0
1990,13,gay.teach,3,GSS,props.i,0.692307692,-0.4,0.16,-0.064,1,0
1991,13,gay.teach,3,GSS,props.i,0.682242991,-0.3,0.09,-0.027,1,0
1993,13,gay.teach,3,GSS,props.i,0.66,-0.1,0.01,-0.001,1,0
1994,13,gay.teach,3,GSS,props.i,0.74863388,0,0,0,1,0
1996,13,gay.teach,3,GSS,props.i,0.761904762,0.2,0.04,0.008,1,0
1998,13,gay.teach,3,GSS,props.i,0.743243243,0.4,0.16,0.064,1,0
2000,13,gay.teach,3,GSS,props.i,0.781065089,0.6,0.36,0.216,1,0
2002,13,gay.teach,3,GSS,props.i,0.835616438,0.8,0.64,0.512,1,0
2004,13,gay.teach,3,GSS,props.i,0.840933354,1,1,1,1,0
2006,13,gay.teach,3,GSS,props.i,0.815105556,1.2,1.44,1.728,1,0
2008,13,gay.teach,3,GSS,props.i,0.829304294,1.4,1.96,2.744,1,0
2010,13,gay.teach,3,GSS,props.i,0.852817354,1.6,2.56,4.096,1,0
2012,13,gay.teach,3,GSS,props.i,0.824575356,1.8,3.24,5.832,1,0
2014,13,gay.teach,3,GSS,props.i,0.935862296,2,4,8,1,0
2016,13,gay.teach,3,GSS,props.i,0.930688387,2.2,4.84,10.648,1,0
1973,13,gay.teach,3,GSS,props.r,0.45,-2.1,4.41,-9.261,0,0
1974,13,gay.teach,3,GSS,props.r,0.445652174,-2,4,-8,0,0
1976,13,gay.teach,3,GSS,props.r,0.49833887,-1.8,3.24,-5.832,0,0
1977,13,gay.teach,3,GSS,props.r,0.466666667,-1.7,2.89,-4.913,0,0
1980,13,gay.teach,3,GSS,props.r,0.472560976,-1.4,1.96,-2.744,0,0
1982,13,gay.teach,3,GSS,props.r,0.50728863,-1.2,1.44,-1.728,0,0
1984,13,gay.teach,3,GSS,props.r,0.557640751,-1,1,-1,0,0
1985,13,gay.teach,3,GSS,props.r,0.594771242,-0.9,0.81,-0.729,0,0
1987,13,gay.teach,3,GSS,props.r,0.522458629,-0.7,0.49,-0.343,0,0
1988,13,gay.teach,3,GSS,props.r,0.566666667,-0.6,0.36,-0.216,0,0
1989,13,gay.teach,3,GSS,props.r,0.656534954,-0.5,0.25,-0.125,0,0
1990,13,gay.teach,3,GSS,props.r,0.656666667,-0.4,0.16,-0.064,0,0
1991,13,gay.teach,3,GSS,props.r,0.652597403,-0.3,0.09,-0.027,0,0
1993,13,gay.teach,3,GSS,props.r,0.680379747,-0.1,0.01,-0.001,0,0
1994,13,gay.teach,3,GSS,props.r,0.706618962,0,0,0,0,0
1996,13,gay.teach,3,GSS,props.r,0.725135624,0.2,0.04,0.008,0,0
1998,13,gay.teach,3,GSS,props.r,0.727272727,0.4,0.16,0.064,0,0
2000,13,gay.teach,3,GSS,props.r,0.776595745,0.6,0.36,0.216,0,0
2002,13,gay.teach,3,GSS,props.r,0.745173745,0.8,0.64,0.512,0,0
2004,13,gay.teach,3,GSS,props.r,0.804490423,1,1,1,0,0
2006,13,gay.teach,3,GSS,props.r,0.762034389,1.2,1.44,1.728,0,0
2008,13,gay.teach,3,GSS,props.r,0.765456556,1.4,1.96,2.744,0,0
2010,13,gay.teach,3,GSS,props.r,0.855667718,1.6,2.56,4.096,0,0
2012,13,gay.teach,3,GSS,props.r,0.787598019,1.8,3.24,5.832,0,0
2014,13,gay.teach,3,GSS,props.r,0.880979006,2,4,8,0,0
2016,13,gay.teach,3,GSS,props.r,0.870542897,2.2,4.84,10.648,0,0
1996,14,less.qual.wom.job,3,GSS,props.d,0.46557377,0.2,0.04,0.008,0,1
2000,14,less.qual.wom.job,3,GSS,props.d,0.505882353,0.6,0.36,0.216,0,1
2002,14,less.qual.wom.job,3,GSS,props.d,0.502487562,0.8,0.64,0.512,0,1
2004,14,less.qual.wom.job,3,GSS,props.d,0.459713987,1,1,1,0,1
2006,14,less.qual.wom.job,3,GSS,props.d,0.488302491,1.2,1.44,1.728,0,1
2008,14,less.qual.wom.job,3,GSS,props.d,0.40659756,1.4,1.96,2.744,0,1
2010,14,less.qual.wom.job,3,GSS,props.d,0.526975122,1.6,2.56,4.096,0,1
2012,14,less.qual.wom.job,3,GSS,props.d,0.478566867,1.8,3.24,5.832,0,1
2014,14,less.qual.wom.job,3,GSS,props.d,0.46845659,2,4,8,0,1
2016,14,less.qual.wom.job,3,GSS,props.d,0.558144194,2.2,4.84,10.648,0,1
1996,14,less.qual.wom.job,3,GSS,props.i,0.272727273,0.2,0.04,0.008,1,0
2000,14,less.qual.wom.job,3,GSS,props.i,0.445783133,0.6,0.36,0.216,1,0
2002,14,less.qual.wom.job,3,GSS,props.i,0.292682927,0.8,0.64,0.512,1,0
2004,14,less.qual.wom.job,3,GSS,props.i,0.479796696,1,1,1,1,0
2006,14,less.qual.wom.job,3,GSS,props.i,0.416051799,1.2,1.44,1.728,1,0
2008,14,less.qual.wom.job,3,GSS,props.i,0.502555897,1.4,1.96,2.744,1,0
2010,14,less.qual.wom.job,3,GSS,props.i,0.352263586,1.6,2.56,4.096,1,0
2012,14,less.qual.wom.job,3,GSS,props.i,0.465303213,1.8,3.24,5.832,1,0
2014,14,less.qual.wom.job,3,GSS,props.i,0.480443619,2,4,8,1,0
2016,14,less.qual.wom.job,3,GSS,props.i,0.495709867,2.2,4.84,10.648,1,0
1996,14,less.qual.wom.job,3,GSS,props.r,0.457711443,0.2,0.04,0.008,0,0
2000,14,less.qual.wom.job,3,GSS,props.r,0.449074074,0.6,0.36,0.216,0,0
2002,14,less.qual.wom.job,3,GSS,props.r,0.429752066,0.8,0.64,0.512,0,0
2004,14,less.qual.wom.job,3,GSS,props.r,0.417636497,1,1,1,0,0
2006,14,less.qual.wom.job,3,GSS,props.r,0.476911137,1.2,1.44,1.728,0,0
2008,14,less.qual.wom.job,3,GSS,props.r,0.431057402,1.4,1.96,2.744,0,0
2010,14,less.qual.wom.job,3,GSS,props.r,0.406689023,1.6,2.56,4.096,0,0
2012,14,less.qual.wom.job,3,GSS,props.r,0.437339869,1.8,3.24,5.832,0,0
2014,14,less.qual.wom.job,3,GSS,props.r,0.478621241,2,4,8,0,0
2016,14,less.qual.wom.job,3,GSS,props.r,0.511931057,2.2,4.84,10.648,0,0
1996,15,less.qual.men.job,3,GSS,props.d,0.715099715,0.2,0.04,0.008,0,1
2000,15,less.qual.men.job,3,GSS,props.d,0.741935484,0.6,0.36,0.216,0,1
2002,15,less.qual.men.job,3,GSS,props.d,0.808411215,0.8,0.64,0.512,0,1
2004,15,less.qual.men.job,3,GSS,props.d,0.773000098,1,1,1,0,1
2006,15,less.qual.men.job,3,GSS,props.d,0.68265847,1.2,1.44,1.728,0,1
2008,15,less.qual.men.job,3,GSS,props.d,0.724600574,1.4,1.96,2.744,0,1
2010,15,less.qual.men.job,3,GSS,props.d,0.733936118,1.6,2.56,4.096,0,1
2012,15,less.qual.men.job,3,GSS,props.d,0.711101879,1.8,3.24,5.832,0,1
2014,15,less.qual.men.job,3,GSS,props.d,0.742609682,2,4,8,0,1
2016,15,less.qual.men.job,3,GSS,props.d,0.730025494,2.2,4.84,10.648,0,1
1996,15,less.qual.men.job,3,GSS,props.i,0.672131148,0.2,0.04,0.008,1,0
2000,15,less.qual.men.job,3,GSS,props.i,0.71641791,0.6,0.36,0.216,1,0
2002,15,less.qual.men.job,3,GSS,props.i,0.684210526,0.8,0.64,0.512,1,0
2004,15,less.qual.men.job,3,GSS,props.i,0.567695371,1,1,1,1,0
2006,15,less.qual.men.job,3,GSS,props.i,0.659557557,1.2,1.44,1.728,1,0
2008,15,less.qual.men.job,3,GSS,props.i,0.761399446,1.4,1.96,2.744,1,0
2010,15,less.qual.men.job,3,GSS,props.i,0.731888338,1.6,2.56,4.096,1,0
2012,15,less.qual.men.job,3,GSS,props.i,0.497615053,1.8,3.24,5.832,1,0
2014,15,less.qual.men.job,3,GSS,props.i,0.652924415,2,4,8,1,0
2016,15,less.qual.men.job,3,GSS,props.i,0.670284312,2.2,4.84,10.648,1,0
1996,15,less.qual.men.job,3,GSS,props.r,0.679802956,0.2,0.04,0.008,0,0
